ID,averageAge,sex,averageTime,averageRank,weightedAppearance,yearsOfParticipation,yearsSinceLastParticipation
13969,23.0,1,19687.0,2422.0,3,1,8
13970,54.0,1,14535.0,901.0,3,1,8
13971,46.0,1,17629.0,1998.0,3,1,8
13972,29.0,1,16436.0,1573.0,3,1,8
13973,53.0,1,15412.0,1212.0,3,1,8
13974,39.0,1,12960.0,355.0,3,1,8
13975,33.0,1,16226.0,1498.0,3,1,8
13976,49.0,0,20500.0,2533.0,3,1,8
13977,53.0,1,14837.0,988.0,3,1,8
13978,26.0,1,14722.0,952.0,3,1,8
13979,48.0,0,13149.0,427.0,3,1,8
13980,29.0,0,18875.0,2276.0,3,1,8
13981,28.0,1,11095.0,60.0,3,1,8
13982,45.0,1,17669.0,2239.0,9,3,5
13983,33.0,1,12736.0,311.0,3,1,8
13984,32.0,0,18122.0,2127.0,3,1,8
13985,54.0,1,17742.0,2019.0,3,1,8
13986,47.0,1,12492.0,240.0,3,1,8
13987,27.0,0,23178.0,2727.0,3,1,8
13988,30.0,1,18088.0,2118.0,3,1,8
13989,23.0,1,13707.0,604.0,3,1,8
13990,38.0,1,14788.0,976.0,3,1,8
13991,50.0,1,14835.0,967.0,6,2,7
13992,39.0,1,13018.0,314.0,6,2,7
13993,49.0,0,21349.0,2625.0,3,1,8
13994,28.0,0,14677.0,939.0,3,1,8
13995,17.0,0,16267.0,1513.0,3,1,8
13996,46.0,1,18403.0,2182.0,3,1,8
13997,50.0,1,19123.0,2317.0,3,1,8
13998,53.0,1,13345.0,535.0,6,2,5
13999,35.0,1,22286.0,2686.0,3,1,8
14000,27.0,0,15695.0,1327.0,3,1,8
14001,30.0,1,14165.0,781.0,3,1,8
14002,49.0,1,16700.0,1676.0,3,1,8
14003,32.0,1,16906.0,1759.0,3,1,8
14004,27.0,0,14098.0,752.0,3,1,8
14005,47.0,0,18828.0,2262.0,3,1,8
14006,45.0,1,14593.0,922.0,3,1,8
14007,27.0,0,19509.0,2387.0,3,1,8
14008,36.0,1,16184.0,1479.0,3,1,8
14009,31.0,0,14585.0,917.0,3,1,8
14010,42.0,1,16685.0,1861.0,12,4,5
14011,51.0,1,16686.0,1670.0,3,1,8
14012,34.0,1,10583.0,27.0,6,2,7
14013,29.0,1,11993.0,181.0,6,2,6
14014,28.0,1,16892.0,1753.0,3,1,8
14015,32.0,0,16654.0,1654.0,3,1,8
14016,40.0,1,13225.0,459.0,3,1,8
14017,20.0,1,15939.0,1414.0,3,1,8
14018,46.0,1,17630.0,1999.0,3,1,8
14019,38.0,1,15427.0,1136.0,6,2,7
14020,46.0,0,15195.0,1129.0,3,1,8
14021,31.0,1,14065.0,736.0,3,1,8
14022,45.0,0,14087.0,745.0,3,1,8
14023,36.0,1,11454.0,101.0,3,1,8
14024,42.0,1,14311.0,833.0,3,1,8
14025,38.0,0,10399.0,25.0,3,1,8
14026,44.0,0,14367.0,852.0,3,1,8
14027,51.0,1,11196.0,63.0,3,1,8
14028,38.0,0,18598.0,2221.0,3,1,8
14029,50.0,1,18929.0,2269.0,6,2,7
14030,45.0,0,12513.0,245.0,3,1,8
14031,43.0,0,20219.0,2833.0,6,2,6
14032,24.0,0,15158.0,1110.0,3,1,8
14033,46.0,1,18699.0,2235.0,3,1,8
14034,36.0,1,13335.0,490.0,3,1,8
14035,45.0,0,14870.0,1000.0,3,1,8
14036,41.0,0,19875.0,2271.0,6,2,7
14037,31.0,1,16707.0,1681.0,3,1,8
14038,39.0,1,13071.0,390.0,3,1,8
14039,40.0,1,10230.0,19.0,3,1,8
14040,22.0,0,14333.0,825.0,9,3,6
14041,28.0,1,13579.0,2873.0,7,2,4
14042,21.0,1,14393.0,861.0,3,1,8
14043,34.0,1,14070.0,659.0,6,2,7
14044,43.0,1,11562.0,107.0,3,1,8
14045,32.0,1,13200.0,452.0,3,1,8
14046,26.0,1,14158.0,779.0,3,1,8
14047,38.0,1,15610.0,1290.0,3,1,8
14048,35.0,0,17118.0,1831.0,3,1,8
14049,28.0,1,18786.0,2247.0,3,1,8
14050,49.0,1,15594.0,1282.0,3,1,8
14051,34.0,1,12279.0,187.0,3,1,8
14052,42.0,0,21846.0,2660.0,3,1,8
14053,32.0,1,12610.0,2609.0,7,2,4
14054,48.0,1,18802.0,2252.0,3,1,8
14055,40.0,1,13751.0,621.0,3,1,8
14056,29.0,1,13867.0,667.0,3,1,8
14057,30.0,1,16410.0,1563.0,3,1,8
14058,20.0,0,16259.0,1506.0,3,1,8
14059,49.0,1,20285.0,2505.0,3,1,8
14060,42.0,1,20449.0,2528.0,3,1,8
14061,26.0,0,12652.0,294.0,3,1,8
14062,30.0,0,16266.0,1512.0,3,1,8
14063,39.0,0,22343.0,2692.0,3,1,8
14064,39.0,0,20187.0,2438.0,6,2,7
14065,62.0,1,15143.0,1104.0,3,1,8
14066,33.0,1,17188.0,1850.0,3,1,8
14067,33.0,1,14740.0,957.0,3,1,8
14068,35.0,1,16433.0,1572.0,3,1,8
14069,16.0,0,16657.0,1659.0,3,1,8
14070,50.0,1,12869.0,333.0,3,1,8
14071,42.0,1,18033.0,2103.0,3,1,8
14072,35.0,1,16424.0,1543.0,7,2,3
14073,55.0,1,16827.0,1730.0,3,1,8
14074,41.0,1,12556.0,260.0,3,1,8
14075,42.0,1,14293.0,828.0,3,1,8
14076,21.0,0,16994.0,1780.0,3,1,8
14077,37.0,0,21474.0,2970.0,6,2,5
14078,39.0,1,13710.0,606.0,3,1,8
14079,30.0,0,17314.0,1898.0,3,1,8
14080,28.0,0,13853.0,576.0,6,2,7
14081,30.0,1,20378.0,2524.0,3,1,8
14082,41.0,0,19674.0,2839.0,6,2,5
14083,51.0,1,15536.0,1262.0,3,1,8
14084,25.0,1,13114.0,411.0,3,1,8
14085,69.0,0,19391.0,2362.0,3,1,8
14086,25.0,1,18552.0,2008.0,13,4,2
14087,33.0,1,16709.0,1685.0,3,1,8
14088,39.0,1,14105.0,755.0,3,1,8
14089,45.0,1,16342.0,1538.0,3,1,8
14090,25.0,0,19938.0,2464.0,3,1,8
14091,27.0,1,14972.0,1040.0,3,1,8
14092,40.0,1,17459.0,1955.0,3,1,8
14093,47.0,0,18489.0,2204.0,3,1,8
14094,49.0,0,18721.0,2403.0,9,3,6
14095,51.0,1,16636.0,1646.0,3,1,8
14096,55.0,1,13171.0,437.0,3,1,8
14097,42.0,0,18057.0,2110.0,3,1,8
14098,25.0,1,8310.0,3.0,3,1,8
14099,28.0,0,18305.0,2166.0,3,1,8
14100,27.0,1,12508.0,243.0,3,1,8
14101,20.0,1,22622.0,2707.0,3,1,8
14102,43.0,1,14966.0,1039.0,3,1,8
14103,31.0,0,19349.0,2353.0,3,1,8
14104,27.0,1,20177.0,2899.0,12,4,5
14105,48.0,0,15875.0,1392.0,3,1,8
14106,36.0,1,14281.0,825.0,3,1,8
14107,28.0,0,16012.0,1429.0,3,1,8
14108,24.0,1,11378.0,85.0,3,1,8
14109,25.0,1,13325.0,488.0,3,1,8
14110,37.0,1,16382.0,1556.0,3,1,8
14111,38.0,0,20087.0,2489.0,3,1,8
14112,29.0,1,10693.0,36.0,3,1,8
14113,28.0,0,19342.0,2352.0,3,1,8
14114,46.0,0,14919.0,1015.0,3,1,8
14115,42.0,1,12460.0,233.0,3,1,8
14116,51.0,1,14520.0,897.0,3,1,8
14117,24.0,0,15482.0,1238.0,3,1,8
14118,44.0,1,18073.0,2116.0,3,1,8
14119,33.0,1,18266.0,2156.0,3,1,8
14120,57.0,1,16809.0,1695.0,10,3,3
14121,37.0,0,15508.0,1248.0,3,1,8
14122,39.0,1,12543.0,254.0,3,1,8
14123,44.0,1,18036.0,1998.0,6,2,7
14124,42.0,1,15943.0,1415.0,3,1,8
14125,22.0,1,19183.0,2327.0,3,1,8
14126,42.0,1,16827.0,1730.0,3,1,8
14127,24.0,1,18700.0,2237.0,3,1,8
14128,46.0,1,15586.0,1278.0,3,1,8
14129,40.0,1,17083.0,1809.0,3,1,8
14130,24.0,1,19230.0,2335.0,3,1,8
14131,41.0,1,15671.0,1303.0,3,1,8
14132,52.0,0,15133.0,1056.0,6,2,7
14133,28.0,0,16020.0,1431.0,3,1,8
14134,26.0,0,9431.0,366.0,7,2,4
14135,24.0,0,21646.0,2645.0,3,1,8
14136,30.0,1,15375.0,1259.0,6,2,6
14137,26.0,1,16764.0,1700.0,3,1,8
14138,25.0,0,18814.0,2257.0,3,1,8
14139,44.0,1,12370.0,206.0,6,2,7
14140,55.0,1,19860.0,2450.0,3,1,8
14141,41.0,1,11247.0,1246.0,7,2,4
14142,30.0,1,18281.0,2161.0,3,1,8
14143,25.0,0,14014.0,718.0,3,1,8
14144,36.0,1,17236.0,1864.0,3,1,8
14145,41.0,1,17094.0,1818.0,3,1,8
14146,37.0,0,16041.0,1441.0,3,1,8
14147,54.0,1,15164.0,1114.0,3,1,8
14148,40.0,1,9321.0,514.0,7,2,4
14149,32.0,1,11739.0,128.0,3,1,8
14150,28.0,0,20610.0,2543.0,3,1,8
14151,38.0,1,22848.0,2719.0,3,1,8
14152,27.0,0,14856.0,994.0,3,1,8
14153,29.0,1,15181.0,1123.0,3,1,8
14154,33.0,0,17412.0,1933.0,3,1,8
14155,63.0,1,11656.0,1028.0,10,3,4
14156,60.0,0,17764.0,2028.0,3,1,8
14157,32.0,0,17752.0,2025.0,3,1,8
14158,32.0,1,13586.0,556.0,3,1,8
14159,32.0,1,18211.0,2144.0,3,1,8
14160,48.0,0,18974.0,2291.0,3,1,8
14161,38.0,0,17058.0,1801.0,3,1,8
14162,39.0,1,13919.0,682.0,3,1,8
14163,37.0,1,15935.0,1412.0,3,1,8
14164,47.0,1,13966.0,699.0,3,1,8
14165,53.0,1,12354.0,198.0,3,1,8
14166,44.0,1,15167.0,1117.0,3,1,8
14167,36.0,0,15910.0,1406.0,3,1,8
14168,36.0,1,11721.0,147.0,6,2,6
14169,19.0,0,14153.0,885.0,6,2,6
14170,43.0,1,13769.0,625.0,3,1,8
14171,32.0,1,15241.0,1149.0,3,1,8
14172,25.0,0,19617.0,2404.0,3,1,8
14173,39.0,0,16218.0,1494.0,3,1,8
14174,33.0,0,17388.0,1921.0,3,1,8
14175,20.0,0,15962.0,1418.0,3,1,8
14176,32.0,1,15117.0,1091.0,3,1,8
14177,39.0,1,10105.0,17.0,3,1,8
14178,40.0,0,18375.0,2488.0,12,4,5
14179,40.0,1,16693.0,1674.0,3,1,8
14180,30.0,0,9831.0,11.0,3,1,8
14181,25.0,1,14215.0,799.0,3,1,8
14182,40.0,1,13783.0,630.0,3,1,8
14183,32.0,1,14207.0,798.0,3,1,8
14184,29.0,1,19635.0,2410.0,3,1,8
14185,21.0,0,18450.0,2192.0,3,1,8
14186,26.0,0,13171.0,437.0,3,1,8
14187,40.0,1,20483.0,2560.0,6,2,7
14188,48.0,0,16780.0,1709.0,13,4,3
14189,31.0,0,15072.0,1072.0,3,1,8
14190,50.0,1,16942.0,1770.0,3,1,8
14191,33.0,1,16888.0,1751.0,3,1,8
14192,37.0,0,11448.0,98.0,3,1,8
14193,51.0,1,10167.0,915.0,7,2,4
14194,34.0,1,14434.0,871.0,3,1,8
14195,22.0,1,19086.0,2306.0,3,1,8
14196,42.0,1,19124.0,2319.0,3,1,8
14197,42.0,0,20000.0,2476.0,3,1,8
14198,27.0,0,13073.0,391.0,3,1,8
14199,27.0,1,11397.0,92.0,3,1,8
14200,23.0,1,19195.0,2330.0,3,1,8
14201,35.0,1,14123.0,761.0,3,1,8
14202,31.0,1,14945.0,1025.0,3,1,8
14203,35.0,1,12978.0,364.0,3,1,8
14204,26.0,1,13716.0,608.0,3,1,8
14205,33.0,0,24444.0,2757.0,3,1,8
14206,30.0,1,14684.0,943.0,3,1,8
14207,33.0,1,16061.0,1447.0,3,1,8
14208,40.0,1,17110.0,1825.0,3,1,8
14209,43.0,0,19300.0,2349.0,3,1,8
14210,33.0,1,12308.0,191.0,3,1,8
14211,47.0,1,12981.0,366.0,3,1,8
14212,23.0,1,12538.0,251.0,3,1,8
14213,47.0,1,17367.0,1909.0,3,1,8
14214,40.0,1,13475.0,512.0,6,2,7
14215,32.0,1,13882.0,672.0,3,1,8
14216,30.0,0,12466.0,235.0,3,1,8
14217,44.0,1,13364.0,516.0,7,2,2
14218,40.0,1,17089.0,1815.0,3,1,8
14219,43.0,1,21168.0,2613.0,3,1,8
14220,38.0,1,16417.0,1565.0,3,1,8
14221,39.0,1,13558.0,547.0,3,1,8
14222,37.0,0,14749.0,962.0,3,1,8
14223,30.0,1,17152.0,1839.0,3,1,8
14224,24.0,0,16793.0,1716.0,3,1,8
14225,39.0,1,15349.0,1107.0,6,2,7
14226,40.0,1,18485.0,2498.0,12,4,5
14227,46.0,1,15405.0,1274.0,9,3,6
14228,40.0,0,13407.0,506.0,3,1,8
14229,26.0,0,16663.0,1663.0,3,1,8
14230,28.0,1,19480.0,2377.0,3,1,8
14231,53.0,0,15314.0,1171.0,3,1,8
14232,27.0,1,11597.0,111.0,3,1,8
14233,25.0,0,12904.0,341.0,3,1,8
14234,53.0,1,13308.0,481.0,3,1,8
14235,32.0,0,15505.0,1243.0,7,2,2
14236,38.0,0,17504.0,1837.0,7,2,2
14237,51.0,0,20811.0,2575.0,3,1,8
14238,28.0,0,15358.0,1189.0,3,1,8
14239,42.0,1,16560.0,1889.0,6,2,6
14240,38.0,1,13867.0,593.0,6,2,7
14241,46.0,1,18015.0,2101.0,3,1,8
14242,30.0,0,15725.0,1333.0,3,1,8
14243,42.0,1,15314.0,1171.0,3,1,8
14244,35.0,1,15830.0,1377.0,3,1,8
14245,47.0,1,14212.0,723.0,6,2,7
14246,42.0,1,15738.0,1340.0,3,1,8
14247,39.0,1,14197.0,792.0,3,1,8
14248,47.0,0,14864.0,998.0,3,1,8
14249,48.0,0,14821.0,984.0,3,1,8
14250,36.0,1,17932.0,2075.0,3,1,8
14251,47.0,1,15947.0,1416.0,3,1,8
14252,35.0,1,15489.0,1243.0,6,2,8
14253,27.0,1,15119.0,1092.0,3,1,8
14254,23.0,0,15483.0,1240.0,3,1,8
14255,39.0,0,11638.0,114.0,3,1,8
14256,63.0,1,20537.0,2537.0,3,1,8
14257,44.0,1,11698.0,120.0,3,1,8
14258,48.0,1,13426.0,513.0,3,1,8
14259,43.0,1,14788.0,976.0,3,1,8
14260,62.0,1,19956.0,2467.0,3,1,8
14261,42.0,1,17218.0,1859.0,3,1,8
14262,51.0,1,19449.0,2372.0,3,1,8
14263,25.0,1,16224.0,1496.0,3,1,8
14264,27.0,1,10878.0,45.0,3,1,8
14265,29.0,1,18932.0,2285.0,3,1,8
14266,32.0,0,14613.0,928.0,3,1,8
14267,26.0,0,14479.0,887.0,3,1,8
14268,34.0,1,19707.0,2427.0,3,1,8
14269,52.0,0,18840.0,2267.0,3,1,8
14270,26.0,0,13192.0,446.0,3,1,8
14271,52.0,0,21914.0,2666.0,3,1,8
14272,46.0,1,16717.0,1688.0,3,1,8
14273,44.0,1,17218.0,1859.0,3,1,8
14274,46.0,0,11737.0,126.0,3,1,8
14275,45.0,1,15732.0,1337.0,3,1,8
14276,25.0,1,11716.0,122.0,3,1,8
14277,42.0,0,18533.0,2214.0,3,1,8
14278,40.0,1,16894.0,1754.0,3,1,8
14279,42.0,0,15477.0,1235.0,3,1,8
14280,25.0,0,16694.0,1675.0,3,1,8
14281,33.0,0,17376.0,1916.0,3,1,8
14282,41.0,1,19996.0,2475.0,3,1,8
14283,54.0,0,20091.0,2490.0,3,1,8
14284,47.0,1,11338.0,80.0,3,1,8
14285,22.0,0,21153.0,2611.0,3,1,8
14286,27.0,0,13954.0,693.0,3,1,8
14287,34.0,1,19106.0,2312.0,3,1,8
14288,33.0,1,11237.0,67.0,3,1,8
14289,28.0,1,14237.0,808.0,3,1,8
14290,32.0,1,17214.0,1858.0,3,1,8
14291,57.0,1,14019.0,719.0,3,1,8
14292,34.0,0,17870.0,2034.0,6,2,7
14293,27.0,0,14335.0,899.0,6,2,6
14294,43.0,1,10291.0,246.0,11,3,3
14295,30.0,1,16867.0,1743.0,3,1,8
14296,30.0,0,15312.0,1093.0,6,2,7
14297,45.0,1,17640.0,2310.0,6,2,5
14298,26.0,0,18984.0,2292.0,3,1,8
14299,30.0,0,20802.0,2571.0,3,1,8
14300,31.0,1,11316.0,81.0,13,4,3
14301,37.0,0,16802.0,1720.0,3,1,8
14302,29.0,1,18471.0,2197.0,3,1,8
14303,21.0,1,14005.0,716.0,3,1,8
14304,44.0,1,17116.0,1829.0,3,1,8
14305,28.0,1,16662.0,1662.0,3,1,8
14306,34.0,0,17376.0,1916.0,3,1,8
14307,33.0,0,13034.0,377.0,3,1,8
14308,40.0,1,14399.0,864.0,3,1,8
14309,50.0,0,23822.0,2743.0,3,1,8
14310,37.0,0,16386.0,1557.0,3,1,8
14311,27.0,1,11400.0,95.0,3,1,8
14312,44.0,1,12552.0,315.0,6,2,6
14313,49.0,1,13877.0,593.0,6,2,7
14314,39.0,0,13051.0,1511.0,13,4,4
14315,35.0,1,17121.0,1834.0,3,1,8
14316,29.0,0,16565.0,1618.0,3,1,8
14317,35.0,1,15266.0,1154.0,3,1,8
14318,28.0,1,19254.0,2340.0,3,1,8
14319,39.0,0,19347.0,2357.0,6,2,7
14320,61.0,1,15032.0,1058.0,3,1,8
14321,47.0,1,15538.0,1263.0,3,1,8
14322,55.0,1,17089.0,1815.0,3,1,8
14323,50.0,1,15021.0,1168.0,6,2,5
14324,33.0,1,15496.0,1245.0,3,1,8
14325,25.0,0,19763.0,2434.0,3,1,8
14326,27.0,0,15746.0,1343.0,3,1,8
14327,26.0,1,12265.0,186.0,6,2,7
14328,45.0,0,22660.0,2710.0,3,1,8
14329,39.0,0,20682.0,2550.0,3,1,8
14330,27.0,0,17631.0,2000.0,3,1,8
14331,32.0,0,19482.0,2379.0,3,1,8
14332,30.0,0,14782.0,974.0,3,1,8
14333,56.0,1,21615.0,2642.0,3,1,8
14334,46.0,0,16863.0,1742.0,3,1,8
14335,32.0,1,18331.0,2169.0,3,1,8
14336,37.0,1,16260.0,1508.0,3,1,8
14337,50.0,1,11724.0,113.0,6,2,7
14338,18.0,1,13619.0,571.0,3,1,8
14339,30.0,0,16906.0,1759.0,3,1,8
14340,35.0,1,10423.0,34.0,6,2,6
14341,29.0,1,16765.0,1701.0,3,1,8
14342,34.0,0,18817.0,2258.0,3,1,8
14343,24.0,0,17292.0,1892.0,3,1,8
14344,53.0,0,18872.0,2508.0,9,3,5
14345,30.0,1,18281.0,2161.0,3,1,8
14346,24.0,0,13833.0,651.0,3,1,8
14347,40.0,0,15048.0,988.0,6,2,7
14348,33.0,1,11801.0,134.0,3,1,8
14349,16.0,1,14763.0,966.0,3,1,8
14350,35.0,0,14087.0,745.0,3,1,8
14351,31.0,1,15013.0,1054.0,3,1,8
14352,27.0,0,15097.0,1082.0,3,1,8
14353,29.0,0,12953.0,351.0,3,1,8
14354,45.0,1,17897.0,2059.0,3,1,8
14355,39.0,0,12187.0,2534.0,7,2,4
14356,26.0,0,15283.0,1161.0,3,1,8
14357,35.0,1,17194.0,1854.0,3,1,8
14358,51.0,0,18406.0,2190.0,10,3,3
14359,42.0,1,19353.0,2335.0,6,2,7
14360,45.0,1,11118.0,2223.0,7,2,4
14361,44.0,0,17460.0,1890.0,6,2,7
14362,33.0,0,18578.0,2219.0,3,1,8
14363,33.0,1,17528.0,1979.0,3,1,8
14364,34.0,1,12362.0,200.0,3,1,8
14365,22.0,0,13095.0,330.0,10,3,3
14366,39.0,1,19780.0,2437.0,3,1,8
14367,33.0,1,14751.0,963.0,3,1,8
14368,41.0,0,13884.0,673.0,3,1,8
14369,50.0,0,18532.0,2212.0,3,1,8
14370,25.0,0,17809.0,2044.0,3,1,8
14371,24.0,0,15158.0,1035.0,6,2,7
14372,30.0,1,15604.0,1285.0,3,1,8
14373,29.0,0,14148.0,730.0,6,2,7
14374,39.0,1,16343.0,1539.0,3,1,8
14375,28.0,0,13191.0,445.0,3,1,8
14376,38.0,1,16668.0,1664.0,3,1,8
14377,42.0,1,20436.0,2526.0,3,1,8
14378,41.0,1,12438.0,225.0,3,1,8
14379,33.0,0,16147.0,1463.0,3,1,8
14380,40.0,1,13073.0,391.0,3,1,8
14381,34.0,1,18900.0,2281.0,3,1,8
14382,35.0,0,18985.0,2293.0,3,1,8
14383,21.0,0,18834.0,2264.0,3,1,8
14384,42.0,0,13145.0,431.0,6,2,5
14385,42.0,0,15141.0,1102.0,3,1,8
14386,30.0,1,15653.0,1297.0,3,1,8
14387,36.0,1,17997.0,2094.0,3,1,8
14388,25.0,1,20285.0,2505.0,3,1,8
14389,31.0,0,19800.0,2439.0,3,1,8
14390,32.0,0,13874.0,668.0,3,1,8
14391,55.0,1,16482.0,1587.0,3,1,8
14392,38.0,0,17281.0,1890.0,3,1,8
14393,41.0,1,13175.0,439.0,3,1,8
14394,47.0,1,15030.0,1057.0,3,1,8
14395,34.0,1,11716.0,122.0,3,1,8
14396,42.0,1,17244.0,2139.0,6,2,6
14397,23.0,0,17433.0,1946.0,3,1,8
14398,45.0,1,12865.0,293.0,6,2,7
14399,45.0,1,23323.0,2748.0,6,2,7
14400,54.0,1,17369.0,1910.0,3,1,8
14401,40.0,0,17448.0,1954.0,3,1,8
14402,26.0,1,13710.0,606.0,3,1,8
14403,34.0,1,13538.0,540.0,3,1,8
14404,28.0,0,14003.0,715.0,3,1,8
14405,34.0,1,13951.0,692.0,3,1,8
14406,44.0,1,10322.0,21.0,3,1,8
14407,38.0,1,12717.0,307.0,3,1,8
14408,57.0,0,19112.0,2315.0,3,1,8
14409,48.0,1,14262.0,1791.0,10,3,4
14410,43.0,1,20502.0,2509.0,7,2,2
14411,57.0,0,17633.0,1942.0,6,2,7
14412,49.0,1,13555.0,545.0,3,1,8
14413,31.0,1,12618.0,285.0,3,1,8
14414,27.0,1,13667.0,591.0,3,1,8
14415,45.0,0,24172.0,2751.0,3,1,8
14416,38.0,1,13898.0,676.0,3,1,8
14417,51.0,0,9394.0,452.0,7,2,4
14418,41.0,1,16764.0,1970.0,6,2,6
14419,24.0,1,20947.0,2613.0,6,2,7
14420,36.0,0,19352.0,2355.0,3,1,8
14421,34.0,0,17117.0,1830.0,3,1,8
14422,44.0,1,17808.0,2043.0,3,1,8
14423,35.0,1,15162.0,1113.0,3,1,8
14424,34.0,1,15849.0,1292.0,6,2,7
14425,48.0,1,14204.0,796.0,3,1,8
14426,34.0,0,13697.0,601.0,3,1,8
14427,52.0,1,16628.0,1641.0,3,1,8
14428,30.0,0,17315.0,1901.0,3,1,8
14429,52.0,1,16808.0,1725.0,3,1,8
14430,46.0,0,21112.0,2604.0,3,1,8
14431,44.0,1,15053.0,1132.0,9,3,6
14432,27.0,0,15671.0,1303.0,3,1,8
14433,18.0,1,12349.0,196.0,3,1,8
14434,57.0,1,15007.0,1052.0,3,1,8
14435,47.0,0,18967.0,2290.0,3,1,8
14436,19.0,1,22622.0,2707.0,3,1,8
14437,27.0,0,14669.0,937.0,3,1,8
14438,29.0,1,17144.0,1781.0,6,2,7
14439,24.0,0,23202.0,2728.0,3,1,8
14440,27.0,1,12849.0,404.0,6,2,6
14441,25.0,1,16336.0,1535.0,3,1,8
14442,39.0,1,17087.0,1811.0,3,1,8
14443,38.0,1,15984.0,1422.0,3,1,8
14444,42.0,1,11360.0,83.0,3,1,8
14445,40.0,0,16680.0,1595.0,6,2,7
14446,32.0,1,13353.0,494.0,3,1,8
14447,37.0,1,17433.0,2175.0,6,2,6
14448,29.0,1,13987.0,708.0,3,1,8
14449,29.0,0,12573.0,268.0,3,1,8
14450,44.0,1,13985.0,855.0,6,2,6
14451,52.0,1,14621.0,1049.0,6,2,5
14452,19.0,1,14295.0,805.0,13,4,3
14453,47.0,1,15362.0,1190.0,3,1,8
14454,26.0,0,21154.0,2612.0,3,1,8
14455,53.0,1,19526.0,2391.0,3,1,8
14456,21.0,1,15793.0,1366.0,3,1,8
14457,31.0,1,19098.0,2310.0,3,1,8
14458,25.0,0,18632.0,2224.0,3,1,8
14459,38.0,0,15404.0,1208.0,3,1,8
14460,47.0,0,16669.0,1796.0,9,3,6
14461,26.0,1,16379.0,1554.0,3,1,8
14462,62.0,0,20269.0,2503.0,3,1,8
14463,39.0,0,18418.0,2185.0,3,1,8
14464,33.0,1,16283.0,1519.0,3,1,8
14465,33.0,0,19752.0,2778.0,6,2,6
14466,43.0,1,13150.0,428.0,3,1,8
14467,56.0,0,17071.0,1805.0,3,1,8
14468,37.0,1,18745.0,2243.0,3,1,8
14469,30.0,1,16795.0,1717.0,3,1,8
14470,50.0,0,17568.0,1989.0,3,1,8
14471,35.0,1,13127.0,417.0,3,1,8
14472,25.0,0,17273.0,1888.0,3,1,8
14473,67.0,1,20706.0,2559.0,3,1,8
14474,43.0,1,12405.0,216.0,3,1,8
14475,21.0,0,15564.0,1269.0,3,1,8
14476,53.0,0,17872.0,2055.0,3,1,8
14477,31.0,1,12671.0,247.0,7,2,3
14478,27.0,1,13611.0,567.0,3,1,8
14479,58.0,1,18155.0,2135.0,3,1,8
14480,42.0,1,12563.0,263.0,3,1,8
14481,47.0,0,16367.0,1549.0,3,1,8
14482,43.0,1,19857.0,2447.0,3,1,8
14483,40.0,0,19796.0,2697.0,9,3,5
14484,38.0,0,15736.0,1339.0,3,1,8
14485,45.0,1,14548.0,907.0,3,1,8
14486,21.0,1,15280.0,1079.0,6,2,7
14487,41.0,0,13287.0,475.0,3,1,8
14488,34.0,1,17493.0,1971.0,3,1,8
14489,27.0,1,13004.0,373.0,7,2,2
14490,37.0,1,12383.0,205.0,3,1,8
14491,26.0,1,22580.0,2704.0,3,1,8
14492,58.0,1,20046.0,2735.0,9,3,6
14493,17.0,1,14762.0,965.0,3,1,8
14494,33.0,0,18231.0,2152.0,3,1,8
14495,34.0,1,11466.0,102.0,3,1,8
14496,50.0,1,16869.0,1744.0,3,1,8
14497,40.0,0,14956.0,1032.0,3,1,8
14498,32.0,0,17363.0,1908.0,3,1,8
14499,44.0,0,20362.0,2518.0,3,1,8
14500,24.0,1,11604.0,113.0,3,1,8
14501,35.0,1,14597.0,923.0,3,1,8
14502,22.0,0,17425.0,1940.0,3,1,8
14503,32.0,0,13108.0,408.0,3,1,8
14504,55.0,0,16774.0,1824.0,13,4,3
14505,32.0,1,12481.0,237.0,3,1,8
14506,55.0,1,18649.0,2230.0,3,1,8
14507,74.0,1,18934.0,2286.0,3,1,8
14508,49.0,1,20068.0,2708.0,9,3,6
14509,30.0,1,13302.0,479.0,3,1,8
14510,46.0,1,12310.0,192.0,3,1,8
14511,38.0,1,20745.0,3134.0,9,3,5
14512,22.0,1,11034.0,56.0,3,1,8
14513,39.0,1,13210.0,455.0,3,1,8
14514,50.0,1,16588.0,1625.0,3,1,8
14515,34.0,1,10898.0,46.0,3,1,8
14516,45.0,0,17864.0,2147.0,9,3,6
14517,45.0,1,14390.0,859.0,3,1,8
14518,47.0,1,14350.0,845.0,3,1,8
14519,37.0,1,13746.0,619.0,3,1,8
14520,46.0,0,16908.0,1881.0,9,3,6
14521,44.0,1,12389.0,208.0,3,1,8
14522,49.0,0,20838.0,2579.0,3,1,8
14523,43.0,1,18102.0,2121.0,3,1,8
14524,33.0,1,12578.0,269.0,3,1,8
14525,41.0,0,16582.0,1622.0,3,1,8
14526,25.0,1,12686.0,301.0,3,1,8
14527,33.0,1,14226.0,805.0,3,1,8
14528,53.0,1,15340.0,1183.0,3,1,8
14529,26.0,0,15994.0,1340.0,6,2,7
14530,38.0,0,13052.0,385.0,3,1,8
14531,43.0,1,14207.0,720.0,6,2,7
14532,27.0,0,13003.0,372.0,3,1,8
14533,34.0,0,16587.0,1624.0,3,1,8
14534,44.0,1,12901.0,337.0,3,1,8
